"Kinase.Gene","mS","Enrichment","m","z.score","p.value","FDR","Line","Drug","lgpadj"
"CSNK1A1",-0.0572700420173045,-0.441373471096363,2,-0.485846789884083,0.313537898543788,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"AURKB",-0.26112993655024,-10.6305356738828,5,-0.485684642019139,0.313595387103476,0.4843740064602,"PC9","Belinostat",0.314819170966224
"GSK3A",-0.327197928296728,-15.6307208749606,1,-0.484876403314217,0.313882010829071,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"CAMK2B",-0.552591741866763,-22.4958742862385,1,-0.484812755661875,0.313904586815048,0.4843740064602,"PC9","Belinostat",0.314819170966224
"CAMK4",-0.552591741866763,-22.4958742862385,1,-0.484812755661875,0.313904586815048,0.4843740064602,"PC9","Belinostat",0.314819170966224
"DYRK2",-0.289472357216369,-7.90930376607829,1,-0.483809863960808,0.314260407005209,0.477713635076737,"H292","TSA",0.320832362748303
"TTBK2",-0.133008903323317,-1.02508395801062,1,-0.482670602613279,0.314664819852103,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"TLK2",-0.295396247698958,-53.0725329148983,1,-0.482461138560261,0.314739199227847,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CSNK1D",-0.218712237521659,-289.051266308823,2,-0.481377623950537,0.315124068448103,0.462771047358118,"H292","Vorinostat",0.334633819914615
"AURKB",-0.256312223963557,-6.83735779814652,5,-0.480995740342018,0.315259763082113,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"NUAK1",-0.393541637735821,-16.020983554691,2,-0.479106753499356,0.315931342752807,0.4843740064602,"PC9","Belinostat",0.314819170966224
"MAPK12",-0.198992958745592,-6.4023150212597,1,-0.478388739604322,0.31618677333253,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"CDK9",-0.0717192385446006,-2.30746435020568,5,-0.477962208399932,0.316338551661916,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"MKNK2",-0.303883614315176,-12.5346968893026,1,-0.477549983463004,0.316485268606211,0.456355690589235,"HCT116","TSA",0.340696529606074
"CSNK1D",-0.306226527586348,-8.47601128495657,1,-0.477256900052024,0.316589598891665,0.499793592202204,"A549","TSA",0.301209316214897
"ABL1",-0.255064505889659,-8.1828448380943,1,-0.476453319179829,0.316875728212176,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"MAP2K1",-0.149391351760204,-4.9517925869463,3,-0.476200080190355,0.316965921189524,0.485121248749922,"A549","CUDC101",0.314149702465808
"CAMK2B",-0.636695605474783,-4.91920348018613,1,-0.476001824291509,0.317036539115539,0.489921344218948,"PC9","TSA",0.309873639387143
"CAMK4",-0.636695605474783,-4.91920348018613,1,-0.476001824291509,0.317036539115539,0.489921344218948,"PC9","TSA",0.309873639387143
"GSK3A",-0.196862419728617,-6.33376796292283,1,-0.473958755099855,0.317764659688169,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"ATR",-0.27742970950538,-9.19580928039616,1,-0.470980310634032,0.318827397715905,0.485121248749922,"A549","CUDC101",0.314149702465808
"PRKACA",-0.23399533694929,-1.80788223755671,23,-0.47056842494468,0.318974480129507,0.489921344218948,"PC9","TSA",0.309873639387143
"CAMK2A",-0.353149085249148,-2.72848154478264,5,-0.469418881315545,0.319385127433633,0.489921344218948,"PC9","TSA",0.309873639387143
"ATR",-0.312258617907971,-13.9688427490269,1,-0.468952281015682,0.319551872635034,0.451497233858171,"A549","Vorinostat",0.345344906089817
"PRKCH",-0.165414368838796,-5.42822514369039,3,-0.467592463513914,0.320038027720639,0.482151214903747,"H292","Panobinostat",0.316816734584745
"TTK",-0.185588189817784,-6.1515891765918,2,-0.467195450452082,0.320180024174948,0.485121248749922,"A549","CUDC101",0.314149702465808
"AKT2",-0.538232551418579,-3.1178807467785,2,-0.466315963831915,0.320494676829851,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"PRKCD",-0.517372622546989,-2.11867372241217,4,-0.466130664759556,0.320560987478898,0.464416470641493,"PC9","CUDC101",0.333092386302394
"PIM1",-0.193063287703439,-6.21153630113,1,-0.466059300610702,0.320586527197345,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"ABL1",-0.332743509395848,-6.53142597824117,1,-0.463472939591599,0.321512703520129,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"CDK9",-0.469089824991751,-2.71734983325832,3,-0.463108959178683,0.321643134248153,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"CDC7",-0.14485064842333,-4.61563415212107,3,-0.462055093609652,0.322020906136019,0.498455373176598,"H292","Belinostat",0.302373718096003
"AKT1",-0.277627214696803,-2.14498851411498,11,-0.461220155370736,0.322320331310787,0.489921344218948,"PC9","TSA",0.309873639387143
"MAP2K7",-0.784665564766843,-3.21325528353064,1,-0.461111285590126,0.322359382645303,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAP3K1",-0.784665564766843,-3.21325528353064,1,-0.461111285590126,0.322359382645303,0.464416470641493,"PC9","CUDC101",0.333092386302394
"CDK9",-0.191597712646812,-3.63602625226991,5,-0.460396844472356,0.322615699624722,0.488712126486553,"H292","CUDC101",0.310946884624671
"CHEK1",-0.0544244923750624,-0.913511295998053,8,-0.459782401822379,0.322836208031566,0.459204768550335,"A549","Belinostat",0.337993610713863
"CAMK2A",-0.101666179389735,-2.77784277318397,5,-0.458732841890215,0.323213013438433,0.477713635076737,"H292","TSA",0.320832362748303
"GSK3A",-0.355662221326032,-13.4418115475535,1,-0.458212694998721,0.323399820078866,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"RPS6KB1",-0.215795857161915,-8.15573617546011,3,-0.45645550165352,0.324031231239031,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"GSK3A",-0.299182428169116,-5.92126977709533,1,-0.455692427774466,0.324305583957056,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"CDK3",-0.186843121526263,-8.92576763913624,3,-0.454953790637138,0.3245712416639,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"ATR",-0.320595304502507,-68.4994417613288,1,-0.454408767808872,0.324767321441434,0.488504759112211,"A549","Abexinostat",0.311131200939878
"MKNK2",-0.352669710762849,-13.3287133306712,1,-0.454047462423134,0.324897333007572,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"PRKDC",-0.092728638357344,-2.1135428699103,3,-0.453814215365248,0.324981275595476,0.467334637672811,"PSC1","TSA",0.330372028963529
"CDK7",-0.154738415906496,-3.03736205499126,7,-0.451652595956676,0.325759636644382,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"MAP3K3",-0.30619482324796,-14.6273720022041,1,-0.451624440075405,0.325769780103239,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"PRKCG",-0.164015209860271,-2.75298382004756,2,-0.450887308162447,0.326035385670738,0.459204768550335,"A549","Belinostat",0.337993610713863
"CSNK2A1",-0.0444115475458218,-1.98674396263213,23,-0.448747806855024,0.326806796777672,0.451497233858171,"A549","Vorinostat",0.345344906089817
"TBK1",-0.274887000152962,-4.58636540250447,1,-0.445851727047201,0.32785217701069,0.457385534447982,"A549","Panobinostat",0.339717574772475
"CAMK2B",-0.76574501062634,-3.1357744136044,1,-0.444968862343163,0.328171128251588,0.464416470641493,"PC9","CUDC101",0.333092386302394
"CAMK4",-0.76574501062634,-3.1357744136044,1,-0.444968862343163,0.328171128251588,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAPK6",-0.271842984315689,-4.53557737355811,1,-0.441798298961578,0.329317584802547,0.457385534447982,"A549","Panobinostat",0.339717574772475
"CDK6",-0.119098209751859,-3.83181526676184,2,-0.441609802193077,0.329385794796634,0.429311822431567,"PSC1","Vorinostat",0.367227151711347
"CDK16",-0.269687924976577,-48.4536326597371,1,-0.44124908956103,0.32951633915669,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"NUAK1",-0.262702671622148,-4.98541343403381,2,-0.440236435370699,0.329882936619739,0.488712126486553,"H292","CUDC101",0.310946884624671
"ATM",-0.1949705366513,-9.81519585632545,2,-0.439431004445521,0.330174632583371,0.465393153485543,"H292","Abexinostat",0.332180010016457
"GSK3B",-0.0976116718114869,-17.53745589339,7,-0.437607517967505,0.33083541021982,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CDK16",-0.279973890195241,-11.5484602828122,1,-0.436718630923789,0.33115770797727,0.456355690589235,"HCT116","TSA",0.340696529606074
"CSNK2A1",-0.0291942194554885,-0.967684660310315,23,-0.435913648131113,0.331449691233738,0.492062672204664,"A549","CUDC101",0.307979579226053
"CDK9",-0.151166238247203,-6.23535750881109,4,-0.433499885735933,0.332325824537206,0.456355690589235,"HCT116","TSA",0.340696529606074
"JAK2",-0.28564249061473,-12.7781742600728,1,-0.431650352390317,0.33299777819381,0.451497233858171,"A549","Vorinostat",0.345344906089817
"RET",-0.28564249061473,-12.7781742600728,1,-0.431650352390317,0.33299777819381,0.451497233858171,"A549","Vorinostat",0.345344906089817
"CAMK2A",-0.233196187384676,-6.22071684938192,5,-0.430184794716857,0.333530610914376,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"CDK7",-0.496035838335641,-2.03129823700899,4,-0.42972291486904,0.333698606228773,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAP2K2",-0.248862130810831,-8.24889553512299,1,-0.427239032464982,0.334602617099172,0.492062672204664,"A549","CUDC101",0.307979579226053
"STK11",-0.74443313627527,-3.04850093565986,1,-0.426786239709261,0.334767514932807,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAP3K3",-0.339912360665481,-6.45065251446408,1,-0.425741612974799,0.335148068089905,0.488712126486553,"H292","CUDC101",0.310946884624671
"MAPK15",-0.28273015186144,-5.59565450930962,1,-0.425541588942525,0.335220955330671,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"PBK",-0.28273015186144,-5.59565450930962,1,-0.425541588942525,0.335220955330671,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"PLK3",-0.28273015186144,-5.59565450930962,1,-0.425541588942525,0.335220955330671,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"VRK1",-0.28273015186144,-5.59565450930962,1,-0.425541588942525,0.335220955330671,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"ATM",-0.176081332533375,-8.41166132819866,3,-0.425443133045236,0.335256834191832,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"AKT3",-0.164671015844628,-2.74746150034309,2,-0.422973629126023,0.33615725070633,0.460489384529219,"A549","Panobinostat",0.336780376962293
"CSNK2A2",-0.241154382920048,-9.11413013446354,2,-0.422610676865333,0.336289667724641,0.440082775047061,"HCT116","CUDC101",0.35646562950206
"PAK4",-0.164588771616998,-4.49708774862911,2,-0.422161495173793,0.336453572221367,0.477713635076737,"H292","TSA",0.320832362748303
"PKM",-0.307473699178019,-6.03540459762395,1,-0.421911778278175,0.336544706304397,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"STK11",-0.143746535704259,-1.74787858449315,1,-0.414896779367612,0.339108733801519,0.473935097843087,"PSC1","Panobinostat",0.324281127900824
"DYRK2",-0.242622192992888,-7.73110298248494,1,-0.414766277537482,0.339156504197579,0.498455373176598,"H292","Belinostat",0.302373718096003
"GSK3A",-0.253142811743017,-45.4810455889503,1,-0.41472623839557,0.339171161105591,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CDK2",-0.0206649910329148,-0.924445295001954,47,-0.413328094351262,0.339683124488912,0.452910832651883,"A549","Vorinostat",0.34398729180396
"SGK1",-0.10233431422945,-2.79609833808429,4,-0.412285823618031,0.340064969060778,0.477713635076737,"H292","TSA",0.320832362748303
"CDK7",-0.0910960055345478,-16.3668150486297,7,-0.409972591284301,0.340913026843117,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"MKNK2",-0.723956533604343,-2.96464794825285,1,-0.409316244670034,0.34115379782573,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAP3K3",-0.299484213693145,-5.87857889982616,1,-0.408771501711561,0.341353677800247,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"MAPK14",-0.143915202592764,-5.93626427120186,4,-0.408734263883027,0.34136734292772,0.456355690589235,"HCT116","TSA",0.340696529606074
"NUAK1",-0.330304437936499,-8.81116627823662,2,-0.407071591211674,0.341977703937381,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"STK11",-0.164474852342204,-5.29174411199255,1,-0.40661597446265,0.342145031362312,0.437040810780248,"PSC1","Vorinostat",0.359478006807355
"TBK1",-0.163550827072143,-5.26201491502084,1,-0.404694668353967,0.342850980870712,0.437040810780248,"PSC1","Vorinostat",0.359478006807355
"WEE1",-0.166556339469311,-3.79628095440315,1,-0.403614940085776,0.343247948825178,0.472286275325576,"PSC1","TSA",0.325794674869996
"MKNK2",-0.246153413661519,-44.2252914531915,1,-0.40352179618748,0.343282201797479,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"MAP2K1",-0.130442084453486,-3.61049249578565,3,-0.40219307964652,0.343770967430266,0.499793592202204,"A549","TSA",0.301209316214897
"WEE1",-0.117468028320576,-1.02448127783359,1,-0.401966348012542,0.343854396308046,0.448169774963296,"PSC1","Abexinostat",0.348557436085831
"CDK6",-0.156234083830703,-4.97836482545007,2,-0.401635174085905,0.343976269760651,0.498455373176598,"H292","Belinostat",0.302373718096003
"JAK2",-0.221900931605071,-3.72459160880674,1,-0.401366013646068,0.344075333921862,0.467859083607505,"A549","Belinostat",0.329884934163409
"RET",-0.221900931605071,-3.72459160880674,1,-0.401366013646068,0.344075333921862,0.467859083607505,"A549","Belinostat",0.329884934163409
"PLK1",-0.098914903395272,-3.24598382513665,5,-0.398730202946661,0.345046005381678,0.482151214903747,"H292","Panobinostat",0.316816734584745
"GSK3B",-0.180780616800499,-4.82248462800736,8,-0.398410389557447,0.345163850356695,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"TLK1",-0.267800857770911,-5.30018134789237,1,-0.398181804096937,0.345248088828072,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"RPS6KA1",-0.105422251301283,-18.9407480485398,5,-0.397843321540569,0.345372840735132,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CAMK2A",-0.369831312754829,-2.14236379155253,5,-0.397697823845796,0.345426470862869,0.466090351248495,"PC9","Panobinostat",0.331529887504894
"BUB1",-0.266943864259316,-5.28322015865935,1,-0.396611257093903,0.345827075018305,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"CDK3",-0.190047400828452,-3.73044250546591,3,-0.396260643861242,0.345956378788743,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"PAK4",-0.195887743661405,-41.8540162636336,2,-0.39625240779151,0.345959416411147,0.497570894040425,"A549","Abexinostat",0.303145032110121
"GSK3B",-0.200659530407372,-3.74312852770302,8,-0.394884359638112,0.346464116578701,0.451909717276567,"PC9","Abexinostat",0.344948320066852
"CSNK2A2",-0.252763655902205,-12.7246138347461,1,-0.394313315471699,0.34667486685121,0.465393153485543,"H292","Abexinostat",0.332180010016457
"CSNK1A1",-0.178431040665624,-235.815420470435,2,-0.392412401519589,0.34737676215095,0.488427370037416,"H292","Vorinostat",0.311200007456135
"PRKD2",-0.196151529256937,-9.37044381354202,2,-0.392309484690322,0.347414778225729,0.435915498630899,"HCT116","Abexinostat",0.360597689710882
"DYRK2",-0.274877564183216,-58.7312397743393,1,-0.39054125296092,0.348068178389672,0.497570894040425,"A549","Abexinostat",0.303145032110121
"CDC7",-0.11416958898388,-3.11947561696489,3,-0.387465925579698,0.349205653052497,0.477713635076737,"H292","TSA",0.320832362748303
"PKM",-0.313616986699371,-5.951634709224,1,-0.386764142893505,0.349465412556087,0.488712126486553,"H292","CUDC101",0.310946884624671
"CSNK1A1",-0.161887954275007,-7.73362300752784,3,-0.386522473466065,0.349554880977608,0.435915498630899,"HCT116","Abexinostat",0.360597689710882
"CSNK1A1",-0.186746885349067,-7.05786639524369,3,-0.386423755234822,0.349591429851494,0.442084244195527,"HCT116","CUDC101",0.354494962997032
"AURKB",-0.15494831315898,-33.1067635869466,3,-0.386248249769781,0.349656411434706,0.497570894040425,"A549","Abexinostat",0.303145032110121
"TBK1",-0.221728145114377,-7.3495003047908,1,-0.385692801722996,0.349862097265629,0.497100057884015,"A549","CUDC101",0.303556186290277
"CDK16",-0.260212570676753,-5.14999774484614,1,-0.384275325935025,0.350387196879576,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"GSK3B",-0.130509879592937,-4.93245866834424,7,-0.383174575685566,0.35079516387439,0.442084244195527,"HCT116","CUDC101",0.354494962997032
"GSK3A",-0.154729366774065,-3.52671144216322,1,-0.380930221745458,0.351627513230113,0.472286275325576,"PSC1","TSA",0.325794674869996
"CDK2",-0.0802509291309095,-3.26699564308375,55,-0.379184830183322,0.352275307847119,0.4843740064602,"PC9","Belinostat",0.314819170966224
"PRKG1",-0.257359587487783,-5.09353292090982,1,-0.379046880052388,0.352326525758377,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"NUAK1",-0.0978031457053727,-3.14667691170168,2,-0.378990724941852,0.352347375708023,0.442027469978732,"PSC1","Vorinostat",0.354550740403229
"NUAK1",-0.0156917947780616,-0.120934814869389,2,-0.377835857530634,0.352776267189746,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAPK3",0.0877811081471856,0.676518665516288,24,-0.377713634640193,0.352821668952685,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"HIPK2",-0.441186683724303,-1.80668746808294,5,-0.375806730949689,0.35353029171886,0.464416470641493,"PC9","CUDC101",0.333092386302394
"SGK3",-0.10215241967074,-0.890908300192707,1,-0.37544506446038,0.353664747656142,0.451541739142429,"PSC1","Abexinostat",0.345302098636401
"AURKB",-0.439585427880045,-1.8001302237831,5,-0.372751946238311,0.354666535325786,0.464416470641493,"PC9","CUDC101",0.333092386302394
"CAMK2A",-0.439416456463097,-1.79943827510757,5,-0.372429592191639,0.354786512317388,0.464416470641493,"PC9","CUDC101",0.333092386302394
"NLK",-0.2393795222338,-7.85545990107083,1,-0.371900632551676,0.354983417076451,0.482151214903747,"H292","Panobinostat",0.316816734584745
"PRKD2",-0.242018236230773,-10.8266497397387,1,-0.370511900299343,0.355500555670753,0.46168903333864,"A549","Vorinostat",0.335650441275324
"PRKDC",-0.0903629034808656,-1.51673501151067,3,-0.370317673194629,0.355572903541704,0.467859083607505,"A549","Belinostat",0.329884934163409
"PLK4",-0.0989058590585674,-0.86259386764391,1,-0.369823155691796,0.355757130404407,0.451541739142429,"PSC1","Abexinostat",0.345302098636401
"DYRK1A",-0.228658611569497,-6.3290172387794,1,-0.3691240905718,0.356017616626529,0.499793592202204,"A549","TSA",0.301209316214897
"MAP3K3",-0.228658611569497,-6.3290172387794,1,-0.3691240905718,0.356017616626529,0.499793592202204,"A549","TSA",0.301209316214897
"GSK3A",-0.0709075374046441,-0.546476042425924,1,-0.368596334177669,0.35621431418859,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"CSNK2A1",-0.0310516940764329,-1.56320264725936,25,-0.368208878674573,0.356358745238823,0.465393153485543,"H292","Abexinostat",0.332180010016457
"CHEK1",-0.0571600061015185,-1.58212569166805,8,-0.367831585489983,0.356499407904123,0.499793592202204,"A549","TSA",0.301209316214897
"PAK4",-0.13475868777838,-2.24838782106737,2,-0.366643495966496,0.356942479584558,0.48207964555851,"A549","Panobinostat",0.3168812049788
"CSNK1A1",-0.148091011534605,-6.10850948906786,3,-0.366325777126988,0.357060998527984,0.456355690589235,"HCT116","TSA",0.340696529606074
"TTBK2",-0.116679649188842,-1.41876017438735,1,-0.365203838364298,0.357479626646268,0.488376512257362,"PSC1","Panobinostat",0.311245230972666
"TTK",-0.095248766733497,-0.830699039136882,1,-0.363490349418984,0.35811931035434,0.451541739142429,"PSC1","Abexinostat",0.345302098636401
"CSNK1D",-0.157220964540529,-7.91480900750449,2,-0.362216600480378,0.358595087630359,0.465393153485543,"H292","Abexinostat",0.332180010016457
"AKT3",-0.14494810436489,-3.30376934153659,1,-0.362169276871199,0.358612768423414,0.472286275325576,"PSC1","TSA",0.325794674869996
"CDK7",-0.0951385431861317,-125.735609010011,6,-0.361049866965728,0.359031084635799,0.488427370037416,"H292","Vorinostat",0.311200007456135
"PRKCG",-0.181420357526044,-8.66671431658175,2,-0.359326794349911,0.359675316000147,0.443266465544159,"HCT116","Abexinostat",0.353335123155911
"MOS",-0.204116740439419,-6.76574480564282,1,-0.358727080929094,0.359899633664553,0.497100057884015,"A549","CUDC101",0.303556186290277
"CAMK2B",-0.402218132710192,-10.7295283998354,1,-0.358535120985009,0.359971444836197,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"CAMK4",-0.402218132710192,-10.7295283998354,1,-0.358535120985009,0.359971444836197,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"PRKD1",-0.453916983397243,-1.8588188531236,4,-0.357853943374424,0.360226309549712,0.464416470641493,"PC9","CUDC101",0.333092386302394
"CDK16",-0.414259203657584,-16.8643905823067,1,-0.357801632661589,0.360245884335294,0.4843740064602,"PC9","Belinostat",0.314819170966224
"TBK1",-0.204753005026404,-6.52440961111411,1,-0.357442968125527,0.360380107271283,0.498455373176598,"H292","Belinostat",0.302373718096003
"SRC",-0.245437559693112,-4.85757807792561,1,-0.357198284036569,0.360471685209672,0.457790287291533,"PSC1","CUDC101",0.3393334257734
"CDK9",-0.206128694934357,-3.43916414520974,1,-0.354292792931242,0.361559734168882,0.48207964555851,"A549","Panobinostat",0.3168812049788
"PRKCG",-0.15038813509094,-27.0195688394733,2,-0.353559140697126,0.361834649942511,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"TTK",-0.138630923958237,-4.46025252583764,1,-0.352879243352205,0.362089486241575,0.446833834085347,"PSC1","Vorinostat",0.349853949700918
"MAP3K8",-0.0615314416423144,-0.474215576287259,1,-0.351373343200776,0.362654139040153,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"CDK9",-0.198648163736523,-6.58448091546787,1,-0.350353863957933,0.363036573015286,0.497100057884015,"A549","CUDC101",0.303556186290277
"CSNK1A1",-0.119399409853879,-21.4519620978644,3,-0.346976891129339,0.36430433987179,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CSNK2A1",-0.0609157742171632,-2.91003512347153,30,-0.346710748437596,0.364404317230416,0.443266465544159,"HCT116","Abexinostat",0.353335123155911
"AURKB",-0.100368308832096,-3.32685287189098,3,-0.346189430237439,0.364600178818949,0.497100057884015,"A549","CUDC101",0.303556186290277
"MAPK1",-0.0342735342749958,-1.53322144941376,19,-0.345931718010707,0.364697015520048,0.467560276307754,"A549","Vorinostat",0.330162393389526
"MKNK2",-0.260929042886855,-5.12177903119175,1,-0.345359958073756,0.364911888087905,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"MAP3K3",-0.21995433754081,-7.21800454146976,1,-0.345129572199359,0.364998481185576,0.482151214903747,"H292","Panobinostat",0.316816734584745
"EGFR",-0.194062977665884,-6.43249828644124,1,-0.343333251482612,0.365673884166525,0.497100057884015,"A549","CUDC101",0.303556186290277
"DAPK3",-0.00233194653032966,-0.0179720373557911,2,-0.343129977385303,0.365750339966523,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"ILK",-0.00233194653032966,-0.0179720373557911,2,-0.343129977385303,0.365750339966523,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAP3K12",-0.00233194653032966,-0.0179720373557911,2,-0.343129977385303,0.365750339966523,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MYLK",-0.00233194653032966,-0.0179720373557911,2,-0.343129977385303,0.365750339966523,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"CDK5",0.05762392125162,0.502559116056102,12,-0.34214329285207,0.366121529151662,0.456667713780567,"PSC1","Abexinostat",0.340399691748801
"RET",-0.0493708803795047,-0.600322672752613,2,-0.341715816040391,0.366282384193021,0.488376512257362,"PSC1","Panobinostat",0.311245230972666
"UHMK1",-0.644439782064792,-2.63902180447072,1,-0.341475046730314,0.366372993506066,0.464416470641493,"PC9","CUDC101",0.333092386302394
"RPS6KA1",-0.361896896875913,-2.09640120077164,4,-0.341399814941456,0.366401307200017,0.466090351248495,"PC9","Panobinostat",0.331529887504894
"SGK3",-0.132040985993549,-4.24823065789591,1,-0.3391769253771,0.367238225480086,0.448417201638842,"PSC1","Vorinostat",0.348317735877381
"RPS6KB2",-0.548155553961488,-3.17536284907281,1,-0.338684631857979,0.367423659576532,0.466090351248495,"PC9","Panobinostat",0.331529887504894
"MAP3K3",-0.205531972204834,-36.9270173364612,1,-0.338403085262207,0.367529724718517,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"RIPK3",-0.217337270600603,-287.234102650458,1,-0.338238070187364,0.367591894427765,0.488427370037416,"H292","Vorinostat",0.311200007456135
"PLK1",-0.0974372340236689,-128.77357115137,5,-0.337619208645616,0.367825082460865,0.488427370037416,"H292","Vorinostat",0.311200007456135
"CSNK1D",-0.19028092611171,-6.3071367134402,1,-0.337542359267011,0.367854042834171,0.497100057884015,"A549","CUDC101",0.303556186290277
"CDK16",-0.256161838677261,-5.02820352772167,1,-0.337519355336298,0.367862711917264,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"MAPK8",-0.0438220079405247,-1.19735637548988,8,-0.337502072124577,0.367869225178804,0.477713635076737,"H292","TSA",0.320832362748303
"CDK9",-0.0790426994497338,-2.59385911629205,5,-0.337490728607455,0.367873500058492,0.482151214903747,"H292","Panobinostat",0.316816734584745
"EIF2AK2",-0.0804565590654342,-1.8338281437387,2,-0.337249353209152,0.367964467857176,0.472286275325576,"PSC1","TSA",0.325794674869996
"PLK1",0.0379842295144961,0.292739984766702,4,-0.337145150359383,0.368003741355601,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAPK13",-0.281107723290138,-11.4438264724383,2,-0.333114524565066,0.369523917951741,0.4843740064602,"PC9","Belinostat",0.314819170966224
"PRKCB",-0.281107723290138,-11.4438264724383,2,-0.333114524565066,0.369523917951741,0.4843740064602,"PC9","Belinostat",0.314819170966224
"CDK4",-0.0754664441153095,-2.06198283108464,4,-0.332555166116978,0.369735045498245,0.477713635076737,"H292","TSA",0.320832362748303
"CAMK2B",-0.218682229855265,-9.02028058501884,1,-0.332049025431823,0.369926120070101,0.456355690589235,"HCT116","TSA",0.340696529606074
"CAMK4",-0.218682229855265,-9.02028058501884,1,-0.332049025431823,0.369926120070101,0.456355690589235,"HCT116","TSA",0.340696529606074
"CSNK1A1",-0.123389089380593,-3.93176627887607,2,-0.331323173777416,0.370200194380128,0.498455373176598,"H292","Belinostat",0.302373718096003
"MAPK14",-0.0977192338320597,-17.5567810842877,4,-0.33114504711771,0.370267463300066,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CDK3",-0.373680947749939,-9.96827346978232,1,-0.330482720372083,0.370517623508238,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"PRKCB",-0.0774583811019358,-2.46819433032321,4,-0.329509354098892,0.370885362412719,0.498455373176598,"H292","Belinostat",0.302373718096003
"MAP2K3",-0.0495861612841554,-0.382154706953398,1,-0.32943100589535,0.370914967588595,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAP2K4",-0.0495861612841554,-0.382154706953398,1,-0.32943100589535,0.370914967588595,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAP2K6",-0.0495861612841554,-0.382154706953398,1,-0.32943100589535,0.370914967588595,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAP3K5",-0.0495861612841554,-0.382154706953398,1,-0.32943100589535,0.370914967588595,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"MAP3K6",-0.0495861612841554,-0.382154706953398,1,-0.32943100589535,0.370914967588595,0.462488057679151,"PSC1","Belinostat",0.334899477089289
